"Employee #","Last Name","First Name","Date","Log In","Log Out"
"10031","Aguilar","Delia","09/12/2024","08:27:00 AM","04:58:00 PM"
"10032","Castro","John Rafael","09/12/2024","10:52:00 AM","06:14:00 PM"
"10033","Martinez","Carlos Ian","09/12/2024","10:22:00 AM","07:54:00 PM"
"10034","Santos","Beatriz","09/12/2024","08:26:00 AM","04:02:00 PM"
"10001","Garcia","Manuel III","09/13/2024","08:25:00 AM","05:20:00 PM"
"10002","Lim","Antonio","09/13/2024","09:58:00 AM","07:01:00 PM"
"10003","Aquino","Bianca Sofia","09/13/2024","09:21:00 AM","07:39:00 PM"
"10004","Reyes","Isabella","09/13/2024","10:47:00 AM","07:42:00 PM"
"10005","Hernandez","Eduard","09/13/2024","08:43:00 AM","06:20:00 PM"
"10006","Villanueva","Andrea Mae","09/13/2024","08:25:00 AM","05:49:00 PM"
"10007","San Jose","Brad","09/13/2024","08:20:00 AM","03:42:00 PM"
"10008","Romualdez","Alice","09/13/2024","08:13:00 AM","03:39:00 PM"
"10009","Atienza","Rosie","09/13/2024","09:58:00 AM","05:01:00 PM"
"10010","Alvaro","Roderick","09/13/2024","09:13:00 AM","05:04:00 PM"
"10011","Salcedo","Anthony","09/13/2024","10:20:00 AM","06:27:00 PM"
"10012","Lopez","Josie","09/13/2024","09:33:00 AM","04:52:00 PM"
"10013","Farala","Martha","09/13/2024","10:41:00 AM","06:11:00 PM"
"10014","Martinez","Leila","09/13/2024","09:24:00 AM","07:22:00 PM"
"10015","Romualdez","Fredrick","09/13/2024","10:27:00 AM","07:29:00 PM"
"10016","Mata","Christian","09/13/2024","09:16:00 AM","04:40:00 PM"
"10017","De Leon","Selena","09/13/2024","08:36:00 AM","04:49:00 PM"
"10018","San Jose","Allison","09/13/2024","10:42:00 AM","06:33:00 PM"
"10019","Rosario","Cydney","09/13/2024","09:48:00 AM","08:08:00 PM"
"10020","Bautista","Mark","09/13/2024","09:26:00 AM","05:40:00 PM"
"10021","Lazaro","Darlene","09/13/2024","09:09:00 AM","05:05:00 PM"
"10022","Delos Santos","Kolby","09/13/2024","10:09:00 AM","06:41:00 PM"
"10023","Santos","Vella","09/13/2024","09:33:00 AM","05:52:00 PM"
"10024","Del Rosario","Tomas","09/13/2024","08:34:00 AM","03:55:00 PM"
"10025","Tolentino","Jacklyn","09/13/2024","10:22:00 AM","09:06:00 PM"
"10026","Gutierrez","Percival","09/13/2024","08:16:00 AM","06:10:00 PM"
"10027","Manalaysay","Garfield","09/13/2024","08:37:00 AM","04:34:00 PM"
"10028","Villegas","Lizeth","09/13/2024","08:32:00 AM","06:08:00 PM"
"10029","Ramos","Carol","09/13/2024","09:55:00 AM","06:41:00 PM"
"10030","Maceda","Emelia","09/13/2024","09:01:00 AM","07:28:00 PM"
"10031","Aguilar","Delia","09/13/2024","09:47:00 AM","08:42:00 PM"
"10032","Castro","John Rafael","09/13/2024","10:01:00 AM","07:28:00 PM"
"10033","Martinez","Carlos Ian","09/13/2024","10:56:00 AM","09:28:00 PM"
"10034","Santos","Beatriz","09/13/2024","10:09:00 AM","09:04:00 PM"
"10001","Garcia","Manuel III","09/16/2024","08:25:00 AM","05:02:00 PM"
"10002","Lim","Antonio","09/16/2024","09:02:00 AM","05:24:00 PM"
"10003","Aquino","Bianca Sofia","09/16/2024","09:28:00 AM","05:05:00 PM"
"10004","Reyes","Isabella","09/16/2024","09:59:00 AM","05:12:00 PM"
"10005","Hernandez","Eduard","09/16/2024","10:45:00 AM","09:21:00 PM"
"10006","Villanueva","Andrea Mae","09/16/2024","09:09:00 AM","06:20:00 PM"
"10007","San Jose","Brad","09/16/2024","08:46:00 AM","04:27:00 PM"
"10008","Romualdez","Alice","09/16/2024","08:05:00 AM","04:50:00 PM"
"10009","Atienza","Rosie","09/16/2024","08:48:00 AM","06:20:00 PM"
"10010","Alvaro","Roderick","09/16/2024","10:45:00 AM","09:18:00 PM"
"10011","Salcedo","Anthony","09/16/2024","10:27:00 AM","05:33:00 PM"
"10012","Lopez","Josie","09/16/2024","09:01:00 AM","06:47:00 PM"
"10013","Farala","Martha","09/16/2024","10:15:00 AM","09:03:00 PM"
"10014","Martinez","Leila","09/16/2024","10:57:00 AM","06:03:00 PM"
"10015","Romualdez","Fredrick","09/16/2024","10:33:00 AM","06:11:00 PM"
"10016","Mata","Christian","09/16/2024","10:32:00 AM","07:14:00 PM"
"10017","De Leon","Selena","09/16/2024","08:17:00 AM","04:58:00 PM"
"10018","San Jose","Allison","09/16/2024","09:03:00 AM","07:25:00 PM"
"10019","Rosario","Cydney","09/16/2024","09:48:00 AM","08:15:00 PM"
"10020","Bautista","Mark","09/16/2024","08:26:00 AM","07:20:00 PM"
"10021","Lazaro","Darlene","09/16/2024","08:25:00 AM","06:07:00 PM"
"10022","Delos Santos","Kolby","09/16/2024","08:24:00 AM","05:24:00 PM"
"10023","Santos","Vella","09/16/2024","09:17:00 AM","06:37:00 PM"
"10024","Del Rosario","Tomas","09/16/2024","09:27:00 AM","08:08:00 PM"
"10025","Tolentino","Jacklyn","09/16/2024","10:44:00 AM","07:32:00 PM"
"10026","Gutierrez","Percival","09/16/2024","10:34:00 AM","08:39:00 PM"
"10027","Manalaysay","Garfield","09/16/2024","08:36:00 AM","04:52:00 PM"
"10028","Villegas","Lizeth","09/16/2024","09:12:00 AM","06:12:00 PM"
"10029","Ramos","Carol","09/16/2024","08:25:00 AM","04:43:00 PM"
"10030","Maceda","Emelia","09/16/2024","08:28:00 AM","05:13:00 PM"
"10031","Aguilar","Delia","09/16/2024","10:37:00 AM","06:17:00 PM"
"10032","Castro","John Rafael","09/16/2024","09:23:00 AM","07:37:00 PM"
"10033","Martinez","Carlos Ian","09/16/2024","10:28:00 AM","07:10:00 PM"
"10034","Santos","Beatriz","09/16/2024","09:15:00 AM","07:43:00 PM"
"10001","Garcia","Manuel III","09/17/2024","08:17:00 AM","04:22:00 PM"
"10002","Lim","Antonio","09/17/2024","08:38:00 AM","04:59:00 PM"
"10003","Aquino","Bianca Sofia","09/17/2024","09:50:00 AM","07:10:00 PM"
"10004","Reyes","Isabella","09/17/2024","09:03:00 AM","08:00:00 PM"
"10005","Hernandez","Eduard","09/17/2024","09:04:00 AM","05:01:00 PM"
"10006","Villanueva","Andrea Mae","09/17/2024","08:26:00 AM","06:09:00 PM"
"10007","San Jose","Brad","09/17/2024","09:46:00 AM","06:51:00 PM"
"10008","Romualdez","Alice","09/17/2024","10:07:00 AM","08:38:00 PM"
"10009","Atienza","Rosie","09/17/2024","09:51:00 AM","07:22:00 PM"
"10010","Alvaro","Roderick","09/17/2024","09:16:00 AM","06:08:00 PM"
"10011","Salcedo","Anthony","09/17/2024","10:23:00 AM","06:42:00 PM"
"10012","Lopez","Josie","09/17/2024","09:49:00 AM","05:13:00 PM"
"10013","Farala","Martha","09/17/2024","08:58:00 AM","06:37:00 PM"
"10014","Martinez","Leila","09/17/2024","10:50:00 AM","07:29:00 PM"
"10015","Romualdez","Fredrick","09/17/2024","08:10:00 AM","05:49:00 PM"
"10016","Mata","Christian","09/17/2024","10:41:00 AM","05:51:00 PM"
"10017","De Leon","Selena","09/17/2024","10:12:00 AM","05:16:00 PM"
"10018","San Jose","Allison","09/17/2024","09:10:00 AM","04:52:00 PM"
"10019","Rosario","Cydney","09/17/2024","09:39:00 AM","05:46:00 PM"
"10020","Bautista","Mark","09/17/2024","08:16:00 AM","03:25:00 PM"
"10021","Lazaro","Darlene","09/17/2024","09:10:00 AM","06:18:00 PM"
"10022","Delos Santos","Kolby","09/17/2024","10:54:00 AM","07:55:00 PM"
"10023","Santos","Vella","09/17/2024","09:21:00 AM","07:11:00 PM"
"10024","Del Rosario","Tomas","09/17/2024","08:43:00 AM","06:04:00 PM"
"10025","Tolentino","Jacklyn","09/17/2024","09:00:00 AM","06:40:00 PM"
"10026","Gutierrez","Percival","09/17/2024","10:31:00 AM","08:19:00 PM"
"10027","Manalaysay","Garfield","09/17/2024","08:36:00 AM","04:32:00 PM"
"10028","Villegas","Lizeth","09/17/2024","08:42:00 AM","04:34:00 PM"
"10029","Ramos","Carol","09/17/2024","08:38:00 AM","05:46:00 PM"
"10030","Maceda","Emelia","09/17/2024","09:50:00 AM","07:45:00 PM"
"10031","Aguilar","Delia","09/17/2024","10:43:00 AM","08:23:00 PM"
"10032","Castro","John Rafael","09/17/2024","09:58:00 AM","08:17:00 PM"
"10033","Martinez","Carlos Ian","09/17/2024","10:39:00 AM","05:49:00 PM"
"10034","Santos","Beatriz","09/17/2024","10:35:00 AM","05:56:00 PM"
"10001","Garcia","Manuel III","09/18/2024","08:22:00 AM","03:29:00 PM"
"10002","Lim","Antonio","09/18/2024","09:57:00 AM","05:32:00 PM"
"10003","Aquino","Bianca Sofia","09/18/2024","10:56:00 AM","08:58:00 PM"
"10004","Reyes","Isabella","09/18/2024","08:06:00 AM","04:14:00 PM"
"10005","Hernandez","Eduard","09/18/2024","08:20:00 AM","05:59:00 PM"
"10006","Villanueva","Andrea Mae","09/18/2024","09:05:00 AM","04:15:00 PM"
"10007","San Jose","Brad","09/18/2024","08:08:00 AM","06:08:00 PM"
"10008","Romualdez","Alice","09/18/2024","08:53:00 AM","05:39:00 PM"
"10009","Atienza","Rosie","09/18/2024","09:44:00 AM","06:05:00 PM"
"10010","Alvaro","Roderick","09/18/2024","09:52:00 AM","04:53:00 PM"
"10011","Salcedo","Anthony","09/18/2024","08:22:00 AM","06:24:00 PM"
"10012","Lopez","Josie","09/18/2024","08:46:00 AM","04:58:00 PM"
"10013","Farala","Martha","09/18/2024","10:29:00 AM","06:46:00 PM"
"10014","Martinez","Leila","09/18/2024","10:59:00 AM","09:57:00 PM"
"10015","Romualdez","Fredrick","09/18/2024","09:28:00 AM","06:25:00 PM"
"10016","Mata","Christian","09/18/2024","09:08:00 AM","05:33:00 PM"
"10017","De Leon","Selena","09/18/2024","08:26:00 AM","03:51:00 PM"
"10018","San Jose","Allison","09/18/2024","08:31:00 AM","06:24:00 PM"
"10019","Rosario","Cydney","09/18/2024","10:21:00 AM","08:15:00 PM"
"10020","Bautista","Mark","09/18/2024","09:15:00 AM","07:47:00 PM"
"10021","Lazaro","Darlene","09/18/2024","09:52:00 AM","08:03:00 PM"
"10022","Delos Santos","Kolby","09/18/2024","09:01:00 AM","05:45:00 PM"
"10023","Santos","Vella","09/18/2024","08:33:00 AM","07:28:00 PM"
"10024","Del Rosario","Tomas","09/18/2024","10:39:00 AM","08:21:00 PM"
"10025","Tolentino","Jacklyn","09/18/2024","08:00:00 AM","04:29:00 PM"
"10026","Gutierrez","Percival","09/18/2024","08:39:00 AM","05:45:00 PM"
"10027","Manalaysay","Garfield","09/18/2024","09:40:00 AM","06:28:00 PM"
"10028","Villegas","Lizeth","09/18/2024","09:50:00 AM","07:04:00 PM"
"10029","Ramos","Carol","09/18/2024","08:31:00 AM","04:02:00 PM"
"10030","Maceda","Emelia","09/18/2024","08:55:00 AM","04:57:00 PM"
"10031","Aguilar","Delia","09/18/2024","08:40:00 AM","06:49:00 PM"
"10032","Castro","John Rafael","09/18/2024","10:43:00 AM","06:10:00 PM"
"10033","Martinez","Carlos Ian","09/18/2024","08:24:00 AM","06:11:00 PM"
"10034","Santos","Beatriz","09/18/2024","09:06:00 AM","07:33:00 PM"
"10001","Garcia","Manuel III","09/19/2024","10:32:00 AM","09:12:00 PM"
"10002","Lim","Antonio","09/19/2024","09:57:00 AM","07:08:00 PM"
"10003","Aquino","Bianca Sofia","09/19/2024","08:24:00 AM","03:50:00 PM"
"10004","Reyes","Isabella","09/19/2024","09:14:00 AM","07:03:00 PM"
"10005","Hernandez","Eduard","09/19/2024","10:19:00 AM","06:16:00 PM"
"10006","Villanueva","Andrea Mae","09/19/2024","09:38:00 AM","05:02:00 PM"
"10007","San Jose","Brad","09/19/2024","10:44:00 AM","07:06:00 PM"
"10008","Romualdez","Alice","09/19/2024","08:51:00 AM","05:33:00 PM"
"10009","Atienza","Rosie","09/19/2024","10:25:00 AM","06:52:00 PM"
"10010","Alvaro","Roderick","09/19/2024","10:04:00 AM","05:13:00 PM"
"10011","Salcedo","Anthony","09/19/2024","10:20:00 AM","06:19:00 PM"
"10012","Lopez","Josie","09/19/2024","09:37:00 AM","08:12:00 PM"
"10013","Farala","Martha","09/19/2024","09:21:00 AM","08:18:00 PM"
"10014","Martinez","Leila","09/19/2024","10:55:00 AM","06:49:00 PM"
"10015","Romualdez","Fredrick","09/19/2024","08:58:00 AM","07:41:00 PM"
"10016","Mata","Christian","09/19/2024","09:20:00 AM","08:16:00 PM"
"10017","De Leon","Selena","09/19/2024","10:17:00 AM","07:32:00 PM"
"10018","San Jose","Allison","09/19/2024","09:18:00 AM","04:39:00 PM"
"10019","Rosario","Cydney","09/19/2024","09:33:00 AM","07:23:00 PM"
"10020","Bautista","Mark","09/19/2024","08:33:00 AM","07:06:00 PM"
"10021","Lazaro","Darlene","09/19/2024","08:10:00 AM","04:19:00 PM"
"10022","Delos Santos","Kolby","09/19/2024","10:21:00 AM","08:22:00 PM"
"10023","Santos","Vella","09/19/2024","08:32:00 AM","03:49:00 PM"
"10024","Del Rosario","Tomas","09/19/2024","09:12:00 AM","06:21:00 PM"
"10025","Tolentino","Jacklyn","09/19/2024","08:59:00 AM","05:48:00 PM"
"10026","Gutierrez","Percival","09/19/2024","09:55:00 AM","07:48:00 PM"
"10027","Manalaysay","Garfield","09/19/2024","09:58:00 AM","05:21:00 PM"
"10028","Villegas","Lizeth","09/19/2024","08:42:00 AM","06:49:00 PM"
"10029","Ramos","Carol","09/19/2024","08:28:00 AM","07:19:00 PM"
"10030","Maceda","Emelia","09/19/2024","10:33:00 AM","06:13:00 PM"
"10031","Aguilar","Delia","09/19/2024","08:43:00 AM","07:18:00 PM"
"10032","Castro","John Rafael","09/19/2024","10:05:00 AM","07:13:00 PM"
"10033","Martinez","Carlos Ian","09/19/2024","10:33:00 AM","07:54:00 PM"
"10034","Santos","Beatriz","09/19/2024","09:08:00 AM","06:08:00 PM"
"10001","Garcia","Manuel III","09/20/2024","08:38:00 AM","07:05:00 PM"
"10002","Lim","Antonio","09/20/2024","10:02:00 AM","08:55:00 PM"
"10003","Aquino","Bianca Sofia","09/20/2024","08:06:00 AM","05:22:00 PM"
"10004","Reyes","Isabella","09/20/2024","09:46:00 AM","05:26:00 PM"
"10005","Hernandez","Eduard","09/20/2024","09:13:00 AM","05:45:00 PM"
"10006","Villanueva","Andrea Mae","09/20/2024","10:45:00 AM","07:42:00 PM"
"10007","San Jose","Brad","09/20/2024","10:37:00 AM","07:55:00 PM"
"10008","Romualdez","Alice","09/20/2024","09:56:00 AM","07:54:00 PM"
"10009","Atienza","Rosie","09/20/2024","09:26:00 AM","04:26:00 PM"
"10010","Alvaro","Roderick","09/20/2024","09:57:00 AM","05:50:00 PM"
"10011","Salcedo","Anthony","09/20/2024","09:40:00 AM","06:06:00 PM"
"10012","Lopez","Josie","09/20/2024","10:27:00 AM","06:11:00 PM"
"10013","Farala","Martha","09/20/2024","10:56:00 AM","07:09:00 PM"
"10014","Martinez","Leila","09/20/2024","10:14:00 AM","06:47:00 PM"
"10015","Romualdez","Fredrick","09/20/2024","09:19:00 AM","06:08:00 PM"
"10016","Mata","Christian","09/20/2024","10:19:00 AM","07:28:00 PM"
"10017","De Leon","Selena","09/20/2024","09:43:00 AM","05:14:00 PM"
"10018","San Jose","Allison","09/20/2024","10:48:00 AM","06:13:00 PM"
"10019","Rosario","Cydney","09/20/2024","08:04:00 AM","04:06:00 PM"
"10020","Bautista","Mark","09/20/2024","10:55:00 AM","07:35:00 PM"
"10021","Lazaro","Darlene","09/20/2024","08:21:00 AM","05:37:00 PM"
"10022","Delos Santos","Kolby","09/20/2024","08:17:00 AM","03:41:00 PM"
"10023","Santos","Vella","09/20/2024","10:35:00 AM","07:15:00 PM"
"10024","Del Rosario","Tomas","09/20/2024","08:15:00 AM","06:10:00 PM"
"10025","Tolentino","Jacklyn","09/20/2024","10:39:00 AM","06:01:00 PM"
"10026","Gutierrez","Percival","09/20/2024","08:26:00 AM","07:20:00 PM"
"10027","Manalaysay","Garfield","09/20/2024","09:47:00 AM","05:18:00 PM"
"10028","Villegas","Lizeth","09/20/2024","10:56:00 AM","09:25:00 PM"
"10029","Ramos","Carol","09/20/2024","09:44:00 AM","05:29:00 PM"
"10030","Maceda","Emelia","09/20/2024","10:29:00 AM","08:17:00 PM"
"10031","Aguilar","Delia","09/20/2024","10:33:00 AM","06:53:00 PM"
"10032","Castro","John Rafael","09/20/2024","08:47:00 AM","03:50:00 PM"
"10033","Martinez","Carlos Ian","09/20/2024","09:01:00 AM","06:03:00 PM"
"10034","Santos","Beatriz","09/20/2024","09:43:00 AM","05:40:00 PM"
"10001","Garcia","Manuel III","09/23/2024","10:51:00 AM","06:04:00 PM"
"10002","Lim","Antonio","09/23/2024","10:44:00 AM","05:50:00 PM"
"10003","Aquino","Bianca Sofia","09/23/2024","09:58:00 AM","06:04:00 PM"
"10004","Reyes","Isabella","09/23/2024","09:12:00 AM","05:16:00 PM"
"10005","Hernandez","Eduard","09/23/2024","08:52:00 AM","05:10:00 PM"
"10006","Villanueva","Andrea Mae","09/23/2024","10:22:00 AM","06:25:00 PM"
"10007","San Jose","Brad","09/23/2024","09:55:00 AM","08:21:00 PM"
"10008","Romualdez","Alice","09/23/2024","08:49:00 AM","07:05:00 PM"
"10009","Atienza","Rosie","09/23/2024","08:06:00 AM","03:43:00 PM"
"10010","Alvaro","Roderick","09/23/2024","08:32:00 AM","03:38:00 PM"
"10011","Salcedo","Anthony","09/23/2024","10:13:00 AM","06:55:00 PM"
"10012","Lopez","Josie","09/23/2024","10:44:00 AM","09:09:00 PM"
"10013","Farala","Martha","09/23/2024","09:02:00 AM","04:58:00 PM"
"10014","Martinez","Leila","09/23/2024","08:19:00 AM","04:10:00 PM"
"10015","Romualdez","Fredrick","09/23/2024","08:43:00 AM","04:11:00 PM"
"10016","Mata","Christian","09/23/2024","10:26:00 AM","07:54:00 PM"
"10017","De Leon","Selena","09/23/2024","10:31:00 AM","08:47:00 PM"
"10018","San Jose","Allison","09/23/2024","10:24:00 AM","06:20:00 PM"
"10019","Rosario","Cydney","09/23/2024","09:13:00 AM","07:16:00 PM"
"10020","Bautista","Mark","09/23/2024","09:51:00 AM","08:45:00 PM"
"10021","Lazaro","Darlene","09/23/2024","10:08:00 AM","06:38:00 PM"
"10022","Delos Santos","Kolby","09/23/2024","08:45:00 AM","05:58:00 PM"
"10023","Santos","Vella","09/23/2024","09:43:00 AM","07:13:00 PM"
"10024","Del Rosario","Tomas","09/23/2024","09:05:00 AM","06:23:00 PM"
"10025","Tolentino","Jacklyn","09/23/2024","08:39:00 AM","05:09:00 PM"
"10026","Gutierrez","Percival","09/23/2024","09:50:00 AM","08:03:00 PM"
"10027","Manalaysay","Garfield","09/23/2024","08:44:00 AM","07:32:00 PM"
"10028","Villegas","Lizeth","09/23/2024","09:29:00 AM","05:36:00 PM"
"10029","Ramos","Carol","09/23/2024","10:31:00 AM","08:10:00 PM"
"10030","Maceda","Emelia","09/23/2024","08:51:00 AM","06:30:00 PM"
"10031","Aguilar","Delia","09/23/2024","10:09:00 AM","06:08:00 PM"
"10032","Castro","John Rafael","09/23/2024","08:09:00 AM","05:20:00 PM"
"10033","Martinez","Carlos Ian","09/23/2024","10:26:00 AM","07:22:00 PM"
"10034","Santos","Beatriz","09/23/2024","10:54:00 AM","09:33:00 PM"
"10001","Garcia","Manuel III","09/24/2024","08:39:00 AM","05:13:00 PM"
"10002","Lim","Antonio","09/24/2024","09:55:00 AM","08:08:00 PM"
"10003","Aquino","Bianca Sofia","09/24/2024","08:44:00 AM","04:30:00 PM"
"10004","Reyes","Isabella","09/24/2024","09:24:00 AM","07:41:00 PM"
"10005","Hernandez","Eduard","09/24/2024","10:58:00 AM","09:53:00 PM"
"10006","Villanueva","Andrea Mae","09/24/2024","08:52:00 AM","04:00:00 PM"
"10007","San Jose","Brad","09/24/2024","08:36:00 AM","04:11:00 PM"
"10008","Romualdez","Alice","09/24/2024","09:40:00 AM","05:23:00 PM"
"10009","Atienza","Rosie","09/24/2024","08:28:00 AM","04:03:00 PM"
"10010","Alvaro","Roderick","09/24/2024","09:23:00 AM","04:33:00 PM"
"10011","Salcedo","Anthony","09/24/2024","10:17:00 AM","08:10:00 PM"
"10012","Lopez","Josie","09/24/2024","10:47:00 AM","06:32:00 PM"
"10013","Farala","Martha","09/24/2024","10:09:00 AM","05:58:00 PM"
"10014","Martinez","Leila","09/24/2024","08:13:00 AM","04:16:00 PM"
"10015","Romualdez","Fredrick","09/24/2024","10:13:00 AM","08:20:00 PM"
"10016","Mata","Christian","09/24/2024","10:31:00 AM","07:13:00 PM"
"10017","De Leon","Selena","09/24/2024","09:31:00 AM","07:18:00 PM"
"10018","San Jose","Allison","09/24/2024","08:53:00 AM","06:34:00 PM"
"10019","Rosario","Cydney","09/24/2024","08:10:00 AM","05:58:00 PM"
"10020","Bautista","Mark","09/24/2024","10:00:00 AM","07:07:00 PM"
"10021","Lazaro","Darlene","09/24/2024","09:56:00 AM","05:31:00 PM"
"10022","Delos Santos","Kolby","09/24/2024","10:23:00 AM","05:57:00 PM"
"10023","Santos","Vella","09/24/2024","08:36:00 AM","03:52:00 PM"
"10024","Del Rosario","Tomas","09/24/2024","08:02:00 AM","06:41:00 PM"
"10025","Tolentino","Jacklyn","09/24/2024","10:19:00 AM","08:30:00 PM"
"10026","Gutierrez","Percival","09/24/2024","09:43:00 AM","07:40:00 PM"
"10027","Manalaysay","Garfield","09/24/2024","09:10:00 AM","06:19:00 PM"
"10028","Villegas","Lizeth","09/24/2024","10:33:00 AM","06:23:00 PM"
"10029","Ramos","Carol","09/24/2024","10:52:00 AM","06:05:00 PM"
"10030","Maceda","Emelia","09/24/2024","08:06:00 AM","05:01:00 PM"
"10031","Aguilar","Delia","09/24/2024","08:55:00 AM","05:27:00 PM"
"10032","Castro","John Rafael","09/24/2024","08:55:00 AM","06:22:00 PM"
"10033","Martinez","Carlos Ian","09/24/2024","10:48:00 AM","05:55:00 PM"
"10034","Santos","Beatriz","09/24/2024","08:22:00 AM","05:47:00 PM"
"10001","Garcia","Manuel III","09/25/2024","09:35:00 AM","05:55:00 PM"
"10002","Lim","Antonio","09/25/2024","10:12:00 AM","06:34:00 PM"
"10003","Aquino","Bianca Sofia","09/25/2024","10:30:00 AM","05:48:00 PM"
"10004","Reyes","Isabella","09/25/2024","10:38:00 AM","08:21:00 PM"
"10005","Hernandez","Eduard","09/25/2024","10:45:00 AM","09:00:00 PM"
"10006","Villanueva","Andrea Mae","09/25/2024","10:51:00 AM","08:57:00 PM"
"10007","San Jose","Brad","09/25/2024","09:34:00 AM","06:51:00 PM"
"10008","Romualdez","Alice","09/25/2024","10:05:00 AM","06:56:00 PM"
"10009","Atienza","Rosie","09/25/2024","08:28:00 AM","06:26:00 PM"
"10010","Alvaro","Roderick","09/25/2024","08:24:00 AM","05:07:00 PM"
"10011","Salcedo","Anthony","09/25/2024","10:07:00 AM","05:16:00 PM"
"10012","Lopez","Josie","09/25/2024","09:21:00 AM","04:57:00 PM"
"10013","Farala","Martha","09/25/2024","10:37:00 AM","06:41:00 PM"
"10014","Martinez","Leila","09/25/2024","09:34:00 AM","05:13:00 PM"
"10015","Romualdez","Fredrick","09/25/2024","08:40:00 AM","05:18:00 PM"
"10016","Mata","Christian","09/25/2024","09:27:00 AM","08:23:00 PM"
"10017","De Leon","Selena","09/25/2024","10:19:00 AM","09:13:00 PM"
"10018","San Jose","Allison","09/25/2024","09:56:00 AM","06:58:00 PM"
"10019","Rosario","Cydney","09/25/2024","10:58:00 AM","06:27:00 PM"
"10020","Bautista","Mark","09/25/2024","08:52:00 AM","06:13:00 PM"
"10021","Lazaro","Darlene","09/25/2024","09:26:00 AM","04:51:00 PM"
"10022","Delos Santos","Kolby","09/25/2024","10:30:00 AM","09:02:00 PM"
"10023","Santos","Vella","09/25/2024","10:12:00 AM","08:01:00 PM"
"10024","Del Rosario","Tomas","09/25/2024","08:50:00 AM","06:47:00 PM"
"10025","Tolentino","Jacklyn","09/25/2024","08:05:00 AM","03:07:00 PM"
"10026","Gutierrez","Percival","09/25/2024","08:54:00 AM","03:55:00 PM"
"10027","Manalaysay","Garfield","09/25/2024","08:32:00 AM","04:03:00 PM"
"10028","Villegas","Lizeth","09/25/2024","08:51:00 AM","05:07:00 PM"
"10029","Ramos","Carol","09/25/2024","08:26:00 AM","05:19:00 PM"
"10030","Maceda","Emelia","09/25/2024","08:56:00 AM","04:12:00 PM"
"10031","Aguilar","Delia","09/25/2024","08:02:00 AM","03:59:00 PM"
"10032","Castro","John Rafael","09/25/2024","08:40:00 AM","04:13:00 PM"
"10033","Martinez","Carlos Ian","09/25/2024","10:36:00 AM","07:59:00 PM"
"10034","Santos","Beatriz","09/25/2024","09:02:00 AM","05:19:00 PM"
"10001","Garcia","Manuel III","09/26/2024","09:55:00 AM","07:04:00 PM"
"10002","Lim","Antonio","09/26/2024","10:16:00 AM","07:30:00 PM"
"10003","Aquino","Bianca Sofia","09/26/2024","09:37:00 AM","08:25:00 PM"
"10004","Reyes","Isabella","09/26/2024","09:40:00 AM","07:04:00 PM"
"10005","Hernandez","Eduard","09/26/2024","10:40:00 AM","07:22:00 PM"
"10006","Villanueva","Andrea Mae","09/26/2024","09:38:00 AM","05:14:00 PM"
"10007","San Jose","Brad","09/26/2024","09:09:00 AM","04:19:00 PM"
"10008","Romualdez","Alice","09/26/2024","09:11:00 AM","07:04:00 PM"
"10009","Atienza","Rosie","09/26/2024","09:43:00 AM","08:14:00 PM"
"10010","Alvaro","Roderick","09/26/2024","09:28:00 AM","06:31:00 PM"
"10011","Salcedo","Anthony","09/26/2024","10:13:00 AM","09:07:00 PM"
"10012","Lopez","Josie","09/26/2024","09:48:00 AM","08:04:00 PM"
"10013","Farala","Martha","09/26/2024","08:07:00 AM","06:09:00 PM"
"10014","Martinez","Leila","09/26/2024","10:20:00 AM","06:36:00 PM"
"10015","Romualdez","Fredrick","09/26/2024","08:24:00 AM","03:35:00 PM"
"10016","Mata","Christian","09/26/2024","10:09:00 AM","08:40:00 PM"
"10017","De Leon","Selena","09/26/2024","10:48:00 AM","06:58:00 PM"
"10018","San Jose","Allison","09/26/2024","08:11:00 AM","06:03:00 PM"
"10019","Rosario","Cydney","09/26/2024","09:30:00 AM","06:30:00 PM"
"10020","Bautista","Mark","09/26/2024","10:21:00 AM","06:17:00 PM"
"10021","Lazaro","Darlene","09/26/2024","10:40:00 AM","06:28:00 PM"
"10022","Delos Santos","Kolby","09/26/2024","09:19:00 AM","07:05:00 PM"
"10023","Santos","Vella","09/26/2024","10:18:00 AM","07:42:00 PM"
"10024","Del Rosario","Tomas","09/26/2024","09:03:00 AM","06:40:00 PM"
"10025","Tolentino","Jacklyn","09/26/2024","10:31:00 AM","06:48:00 PM"
"10026","Gutierrez","Percival","09/26/2024","10:20:00 AM","07:09:00 PM"
"10027","Manalaysay","Garfield","09/26/2024","10:52:00 AM","06:16:00 PM"
"10028","Villegas","Lizeth","09/26/2024","09:09:00 AM","06:35:00 PM"
"10029","Ramos","Carol","09/26/2024","10:26:00 AM","07:54:00 PM"
"10030","Maceda","Emelia","09/26/2024","09:05:00 AM","04:14:00 PM"
"10031","Aguilar","Delia","09/26/2024","08:26:00 AM","03:49:00 PM"
"10032","Castro","John Rafael","09/26/2024","08:19:00 AM","06:14:00 PM"
"10033","Martinez","Carlos Ian","09/26/2024","09:21:00 AM","06:30:00 PM"
"10034","Santos","Beatriz","09/26/2024","08:48:00 AM","06:59:00 PM"
"10001","Garcia","Manuel III","09/27/2024","08:00:00 AM","04:58:00 PM"
